payment_id,order_id,paid_at,method,amount,wallet_applied,status,currency
P00844,O00120,2025-12-20T12:29:00+05:30,card,1777.46,0,refunded,INR
P02347,O00954,2026-06-14T02:50:00+05:30,card,2572.18,0,captured,INR
P01244,O01134,2025-09-29T10:19:00+05:30,netbanking,6.27,0,failed,USD
P02651,O00908,2025-10-30T11:14:00+05:30,upi,9.7,0.03,captured,USD
P02170,O00921,2026-07-20T18:36:00+05:30,netbanking,4505.14,0,captured,INR
P00017,O01061,2025-03-18T04:14:00Z,wallet,1777.21,0,captured,INR
P00552,O00818,2026-01-31T13:43:00+05:30,wallet,526.82,0,captured,INR
P01338,O01044,2026-06-20T19:12:00Z,card,453.56,0,refunded,INR
P01042,O01559,2026-06-30T16:06:00+05:30,netbanking,1093.5,0,pending,INR
P00702,O00765,2026-03-14T17:22:00+05:30,card,,0,captured,USD
P01242,O00768,2026-06-10T23:59:00+05:30,upi,26.37,0,refunded,USD
P02452,O01256,02-08-2025 12:09,wallet,4230.38,0,pending,INR
P02435,O02120,2025-04-17T09:10:00+05:30,card,21,0,captured,USD
P02369,O00198,24-11-2025 07:32,cod,4.49,0,captured,USD
P01194,O00926,2026-05-03T03:21:00+05:30,netbanking,351.05,0,captured,INR
P01871,O00125,2025-12-19T19:03:00+05:30,card,55.64,0,refunded,USD
P00528,O00835,21-04-2026 01:08,upi,16.08,0,failed,USD
P01517,O01699,2026-07-17T19:16:00+05:30,upi,315.91,0,captured,INR
P02783,O00183,2026-07-11T13:17:00+05:30,wallet,818.77,0,captured,INR
P02316,O01285,2026-05-07T02:52:00+05:30,card,2396.52,0,captured,INR
P01536,O01904,2026-04-26T07:00:00+05:30,card,3.98,0.01,captured,USD
P02438,O01682,15-01-2026 13:29,wallet,3222.51,0,refunded,INR
P00800,O01267,2026-07-12T00:08:00+05:30,cod,1140.71,0,failed,INR
P01191,O01944,2025-07-14T08:10:00+05:30,cod,63.3,0,failed,USD
P00549,O00892,2026-06-26T12:32:00Z,upi,1296.1,15,captured,INR
P01794,O00034,04-06-2026 18:30,netbanking,1271.06,0,captured,INR
P01254,O00207,2025-12-12T06:37:00+05:30,cod,1833.27,0,captured,INR
P01540,O01091,2026-05-27T23:23:00+05:30,upi,1060.18,0,failed,INR
P01723,O00942,2026-01-31T11:40:00+05:30,upi,5657.13,0,refunded,INR
P02288,O01462,2026-02-05T18:49:00+05:30,card,15.39,0,captured,USD
P01151,O01109,2025-10-29T11:16:00+05:30,netbanking,1957.88,0,captured,INR
P01087,O02064,2026-04-15T18:29:00Z,upi,4618.96,0,failed,INR
P01037,O01017,2026-05-04T08:25:00Z,upi,429.47,75.79,captured,INR
P00561,O00808,03-02-2026 01:12,cod,816.45,0,captured,INR
P01092,O01226,16-05-2025 21:43,netbanking,20.67,0,captured,USD
P01386,O00899,09-06-2026 01:04,netbanking,,0,captured,INR
P01607,O00978,2025-08-27T13:17:00Z,cod,303.17,0,captured,INR
P01577,O01545,2026-06-25T16:01:00+05:30,netbanking,15.84,0,refunded,USD
P01912,O00209,08-10-2025 01:27,cod,20.6,0,captured,USD
P01252,O00526,13-12-2025 10:21,netbanking,13.26,0,captured,USD
P00275,O00194,2026-06-07T09:23:00+05:30,netbanking,312.03,0,captured,INR
P00777,O01413,2026-06-04T01:14:00Z,card,961.64,0,refunded,INR
P00450,O01841,2026-01-21T12:43:00+05:30,wallet,955.43,0,captured,INR
P01741,O01409,2026-05-05T08:27:00+05:30,card,,0,captured,INR
P01928,O01622,2026-05-05T21:01:00+05:30,upi,22.08,0,failed,USD
P01661,O01043,2026-05-18T20:07:00+05:30,wallet,28.72,0,captured,USD
P01749,O00935,2025-11-06T11:49:00+05:30,card,2005.1,0,captured,INR
P00267,O00096,2026-02-19T23:12:00+05:30,wallet,15.84,0,captured,USD
P00853,O01731,2026-06-15T21:31:00+05:30,wallet,498.28,0,captured,INR
P01708,O01388,2025-08-10T03:02:00+05:30,netbanking,14.18,0,failed,USD
P01858,O01030,2025-09-18T13:21:00+05:30,wallet,431.92,0,captured,INR
P02226,O01117,2026-02-04T00:26:00+05:30,card,1601.77,0,captured,INR
P00829,O00758,23-06-2026 00:30,cod,801.06,0,captured,INR
P01044,O01095,2025-06-15T21:16:00+05:30,wallet,8.75,0,captured,USD
P01892,O01509,2026-03-25T23:16:00+05:30,netbanking,30.14,0,captured,USD
P02576,O01701,07-07-2026 01:25,netbanking,4.94,0,captured,USD
P01788,O00727,2025-07-13T07:24:00+05:30,cod,3.98,0.01,captured,USD
P01909,O00540,2026-05-18T10:02:00+05:30,netbanking,59.18,0,pending,USD
P01878,O02051,2026-05-04T04:12:00+05:30,upi,544.46,0,captured,INR
P00925,O01458,2026-05-04T06:30:00+05:30,wallet,3242.04,0,failed,INR
P01873,O00337,2025-07-18T06:54:00+05:30,netbanking,4.99,0,refunded,USD
P00045,O01222,2026-06-01T07:41:00Z,card,11.48,0,captured,USD
P02668,O00392,2026-06-10T15:23:00+05:30,netbanking,21.87,0,refunded,USD
P00924,O00897,2026-02-01T01:06:00+05:30,wallet,702.41,0,refunded,INR
P02742,O01804,12-12-2025 16:21,card,506.32,0,captured,INR
P00690,O00103,2025-09-25T09:07:00+05:30,wallet,,0,captured,USD
P01702,O00923,2025-12-05T07:45:00+05:30,,14.5,0,failed,USD
P02558,O01590,2026-02-18T07:10:00+05:30,upi,2528.26,100,captured,INR
P01742,O01409,2026-05-10T08:27:00Z,card,2344.65,0,refunded,INR
P00653,O01661,01-02-2026 06:48,card,362.93,0,refunded,INR
P01359,O01313,2026-06-17T19:16:00Z,cod,3130.91,0,refunded,INR
P01207,O01644,09-03-2026 14:59,netbanking,392.44,0,captured,INR
P02547,O01328,2026-01-20T00:28:00+05:30,cod,6.33,0,captured,USD
P00092,O01418,2026-02-26T15:39:00+05:30,card,714.49,0,captured,INR
P00114,O00189,22-05-2026 03:58,upi,327.03,50,captured,INR
P01492,O00024,2026-01-29T17:17:00+05:30,cod,984.56,0,captured,INR
P01344,O00425,2026-03-06T15:05:00+05:30,netbanking,1682.74,0,captured,INR
P02055,O00228,14-12-2025 04:13,card,273.44,0,failed,INR
P00116,O01304,2025-06-21T18:06:00+05:30,upi,655.68,0,captured,INR
P01048,O00916,05-10-2025 00:31,wallet,674.41,0,captured,INR
P00037,O00832,15-09-2025 12:26,wallet,534.62,0,captured,INR
P01246,O01134,06-10-2025 10:26,netbanking,6.27,0,refunded,USD
P02090,O01384,04-07-2026 00:09,cod,475.2,0,captured,INR
P02462,O00888,2025-08-03T23:21:00Z,card,765.79,0,refunded,INR
P01267,O01171,09-09-2025 22:32,wallet,29.76,0,captured,USD
P00672,O00779,2025-04-19T11:38:00Z,netbanking,2672.26,0,failed,INR
P01423,O00184,2026-04-08T05:17:00Z,card,4.74,0,captured,USD
P00264,O00314,04-04-2026 12:54,card,29.37,0,failed,USD
P02441,O00858,2025-10-26T23:09:00+05:30,card,442.31,0,failed,INR
P00728,O00966,2026-06-26T02:30:00+05:30,netbanking,252.32,0,failed,INR
P02086,O00082,2026-06-08T03:08:00+05:30,upi,802.67,0,captured,INR
P00858,O01672,08-05-2026 05:12,wallet,5.66,0,refunded,USD
P02541,O00453,13-03-2026 11:47,wallet,8.41,0,captured,USD
P02304,O02080,2025-12-19T22:04:00+05:30,card,366.7,0,failed,INR
P01128,O01167,2025-09-30T09:40:00+05:30,netbanking,2812.63,0,captured,INR
P00917,O00735,05-01-2026 16:21,netbanking,9.86,0,captured,USD
P00531,O01154,2026-07-03T05:17:00+05:30,upi,3784.39,0,pending,INR
P00617,O00267,2026-02-28T22:30:00Z,cod,1801.22,0,failed,INR
P01619,O02015,2026-07-22T16:37:00+05:30,netbanking,4330.43,0,captured,INR
P02411,O00162,2026-05-19T21:10:00+05:30,card,6.62,0,refunded,USD
P02001,O01173,2026-06-24T22:43:00+05:30,cod,649.69,0,refunded,INR
P01116,O01274,26-03-2026 20:08,upi,2038.39,0,captured,INR
P00927,O01445,2026-02-03T11:11:00+05:30,upi,700.98,0,refunded,INR
P01187,O00941,17-12-2025 03:28,netbanking,364.25,0,captured,INR
P00958,O01706,29-04-2026 23:04,upi,879.27,0,captured,INR
P02449,O01428,18-04-2026 19:21,wallet,462.59,154.2,captured,INR
P01211,O01121,2026-05-22T20:22:00Z,card,789.06,0,failed,INR
P00278,O01299,2026-06-24T17:31:00Z,cod,2627.03,0,captured,INR
P02581,O01003,04-11-2025 06:34,cod,704.29,0,captured,INR
P01894,O00109,2026-06-11T19:01:00+05:30,cod,3212.47,0,refunded,INR
P00143,O01417,2026-06-25T00:19:00+05:30,wallet,22.46,0,captured,USD
P02613,O01909,07-07-2025 09:07,upi,4778.46,0,captured,INR
P01949,O00582,2026-01-20T05:20:00+05:30,cod,30.27,0,captured,USD
P00437,O00012,06-07-2026 17:33,card,450.67,0,captured,INR
P02771,O00925,2026-07-11T19:21:00+05:30,cod,500.98,0,refunded,INR
P01966,O00227,17-06-2026 11:06,upi,263.34,0,captured,INR
P02741,O01146,05-02-2026 04:51,netbanking,13.75,0,captured,USD
P01993,O02104,2026-04-21T18:06:00Z,wallet,775.4,0,captured,INR
P00895,O00437,2026-03-28T09:26:00+05:30,card,462.16,0,captured,INR
P02402,O01115,2026-05-23T23:20:00+05:30,netbanking,327.57,0,refunded,INR
P01988,O00101,2025-11-19T19:05:00Z,upi,4.49,0,captured,USD
P01474,O01900,2026-06-30T13:07:00Z,upi,5009.83,0,captured,INR
P02767,O00224,05-09-2025 03:48,upi,1799.24,0,failed,INR
P02309,O02121,2026-01-22T06:22:00Z,netbanking,2883.78,0,failed,INR
P02102,O00390,2026-04-06T22:11:00+05:30,wallet,67.37,0,captured,USD
P00742,O00852,12-05-2026 00:16,,20.08,0,captured,USD
P01883,O00205,20-02-2026 21:13,netbanking,9.94,0,captured,USD
P00139,O01770,2026-07-24T17:22:00+05:30,cod,1107.43,0,failed,INR
P01677,O01204,03-12-2025 05:13,card,6.14,0,captured,USD
P01826,O00587,12-08-2025 15:23,wallet,10.3,0,refunded,USD
P01985,O02054,2026-04-28T16:52:00+05:30,wallet,4746.56,0,captured,INR
P00467,O01494,18-01-2026 12:01,card,22.58,0,captured,USD
P02483,O02032,2026-01-23T08:59:00Z,netbanking,8.24,0,captured,USD
P02616,O01337,2025-10-07T15:58:00+05:30,cod,467.31,0,captured,INR
P01633,O00814,2026-05-20T20:20:00+05:30,card,4.5,0,refunded,USD
P01895,O01760,2026-05-31T04:45:00+05:30,card,1705.53,0,failed,INR
P00081,O02067,28-07-2026 17:23,wallet,326.12,0,refunded,INR
P00464,O02058,2026-06-21T18:41:00+05:30,card,13.67,0,refunded,USD
P01987,O01046,06-10-2025 17:42,wallet,512.7,0,captured,INR
P01557,O01297,18-06-2025 18:17,cod,5656.46,0,captured,INR
P02420,O00980,2026-03-07T02:03:00Z,card,4.24,0,captured,USD
P00167,O00021,2026-07-02T22:13:00+05:30,card,854.26,0,refunded,INR
P00673,O00779,19-04-2025 11:52,netbanking,2672.26,0,captured,INR
P01550,O01187,2026-02-11T11:34:00+05:30,card,10.16,0,captured,USD
P01319,O00737,2026-06-14T16:23:00Z,netbanking,10.53,0,captured,USD
P00080,O02067,2026-07-11T17:23:00+05:30,wallet,326.12,30,captured,INR
P00219,O00052,18-06-2026 05:55,wallet,8.38,0,captured,USD
P02673,O01866,2026-02-12T05:07:00+05:30,upi,11.04,0.03,captured,USD
P01379,O00159,13-08-2025 21:12,wallet,383.32,0,refunded,INR
P02768,O00224,2025-09-05T04:12:00+05:30,upi,1799.24,0,captured,INR
P00763,O00086,12-02-2026 02:28,netbanking,451.26,0,captured,INR
P01962,O01501,2026-03-19T09:02:00+05:30,netbanking,43.46,0,captured,USD
P01995,O02061,04-10-2025 13:32,cod,34.3,0,captured,USD
P00670,O00757,2026-02-13T22:13:00Z,netbanking,1026.74,0,refunded,INR
P00112,O00581,2026-07-15T03:21:00+05:30,wallet,6.37,0,failed,USD
P01920,O01709,2026-05-11T20:15:00+05:30,card,4654.36,0,captured,INR
P01392,O01875,08-06-2026 11:21,card,5376.75,0,failed,INR
P00849,O00572,2026-06-24T07:18:00+05:30,wallet,24.97,0,captured,USD
P01217,O01179,2025-11-18T03:21:00+05:30,card,5175.51,0,refunded,INR
P00425,O02059,2026-05-07T05:06:00+05:30,card,1020.2,180.03,captured,INR
P01093,O01309,2026-03-18T16:56:00Z,netbanking,1004.04,0,captured,INR
P00014,O01308,2026-04-17T17:37:00Z,card,1548.95,30,captured,INR
P01002,O00718,2025-11-17T15:37:00Z,cod,40.06,0.13,captured,USD
P01028,O01871,2026-06-07T20:03:00+05:30,upi,1247.6,0,captured,INR
P02039,O00197,2025-12-04T05:11:00+05:30,card,4.99,0,failed,USD
P02755,O01937,30-03-2026 07:12,card,2920.87,0,failed,INR
P02382,O01652,2025-07-29T19:13:00Z,cod,982.71,0,captured,INR
P01563,O01940,21-03-2026 09:29,upi,19.96,0,refunded,USD
P02758,O01714,2026-06-23T04:26:00+05:30,cod,12.16,0,pending,USD
P02485,O01168,13-04-2026 15:20,netbanking,3598.34,0,captured,INR
P01200,O02042,2026-07-23T00:10:00Z,wallet,1243.01,0,captured,INR
P01807,O00621,2026-06-10T18:00:00+05:30,card,8.97,0.04,captured,USD
P00354,O00393,2026-04-18T02:22:00+05:30,wallet,6.71,0.01,captured,USD
P01533,O00477,2025-10-21T11:00:00+05:30,wallet,6.74,0,captured,USD
P01346,O00956,2025-12-05T04:14:00Z,cod,1417.65,0,captured,INR
P01351,O01415,2026-04-19T20:23:00+05:30,cod,60.01,0,captured,USD
P00972,O00235,15-06-2026 14:44,card,34.94,0,captured,USD
P01500,O01217,2026-05-12T12:52:00+05:30,cod,813.03,0,captured,INR
P00280,O01680,2026-04-22T22:08:00+05:30,upi,618.9,0,failed,INR
P01374,O01094,2026-05-26T22:13:00Z,cod,476.67,0,captured,INR
P01133,O02046,2026-05-04T10:20:00Z,netbanking,2815.9,0,captured,INR
P01032,O01864,2026-06-26T09:05:00+05:30,netbanking,353.03,0,captured,INR
P01312,O01780,01-07-2026 05:05,wallet,3466.68,0,captured,INR
P00822,O00569,2025-08-30T10:22:00+05:30,cod,,0,captured,USD
P00590,O01671,2026-07-08T10:04:00+05:30,cod,54.08,0,captured,USD
P02245,O01142,02-04-2026 22:28,upi,2067.31,0,refunded,INR
P01528,O02040,25-04-2026 22:25,card,8.47,0,failed,USD
P00886,O00385,21-05-2025 12:19,netbanking,7.61,0,failed,USD
P00404,O01466,2026-07-04T06:23:00+05:30,wallet,3756.31,0,captured,INR
P00602,O01975,2026-07-15T15:24:00+05:30,netbanking,652.39,0,captured,INR
P00779,O01270,2026-05-13T03:22:00Z,card,44.53,0,captured,USD
P00447,O00854,2026-04-27T18:11:00+05:30,card,21.01,0,captured,USD
P01958,O02107,2026-04-03T06:04:00+05:30,,738.04,0,failed,INR
P00909,O01542,2026-07-19T23:30:00+05:30,card,5.67,0,captured,USD
P02263,O01525,2025-12-29T02:46:00+05:30,upi,16.41,0,captured,USD
P02356,O01623,03-06-2026 20:08,,4269.55,0,failed,INR
P00867,O00058,2026-07-14T14:35:00+05:30,netbanking,8.01,0,failed,USD
P01114,O01566,2026-01-17T20:08:00Z,cod,1923.93,0,captured,INR
P02169,O00921,20-07-2026 18:22,netbanking,4505.14,0,failed,INR
P01670,O00124,2026-07-21T11:35:00+05:30,card,29.75,0,captured,USD
P01073,O00974,2025-05-08T10:42:00Z,netbanking,509.15,30,captured,INR
P01109,O01275,2026-03-24T18:21:00+05:30,upi,1746.09,50,captured,INR
P00049,O01447,2026-05-25T00:46:00+05:30,cod,2108.39,0,captured,INR
P02520,O00229,11-07-2026 13:33,card,2616.69,50,captured,INR
P01323,O00943,2026-06-04T19:20:00+05:30,wallet,4.74,0,refunded,USD
P02513,O00900,2025-11-19T18:16:00+05:30,cod,5622.59,0,captured,INR
P01317,O00261,2026-02-06T23:26:00+05:30,upi,821.47,0,failed,INR
P00717,O00909,2026-03-05T06:59:00+05:30,cod,8.87,0,failed,USD
P00239,O01557,22-04-2026 11:35,netbanking,789.98,200,captured,INR
P02680,O00289,2026-04-23T15:53:00+05:30,upi,464.69,0,captured,INR
P02332,O00403,15-01-2026 05:09,wallet,374.79,0,failed,INR
P02797,O98579,2026-06-16T13:18:00+05:30,cod,871.09,0,captured,INR
P02776,O02031,2026-05-10T01:55:00+05:30,wallet,2496.31,0,captured,INR
P00824,O01881,2025-11-28T12:19:00+05:30,cod,25.68,0,captured,USD
P00486,O01434,2025-04-24T18:01:00Z,netbanking,4444.04,50,captured,INR
P01036,O01017,04-05-2026 08:22,upi,429.47,0,failed,INR
P01271,O01067,26-06-2026 18:07,netbanking,4.99,0,refunded,USD
P00885,O00948,06-05-2026 10:59,card,,0,captured,USD
P02127,O01617,21-05-2026 08:14,card,4982.43,0,failed,INR
P02330,O00180,15-02-2026 23:47,cod,42.9,0,captured,USD
P02560,O00655,2026-05-15T05:02:00+05:30,wallet,33.35,0,captured,USD
P02566,O01001,2026-06-02T12:57:00+05:30,wallet,4605.38,0,captured,INR
P00700,O00988,19-02-2026 06:30,upi,730.4,30,captured,INR
P01746,O00776,2026-05-14T13:50:00Z,netbanking,30.75,0,captured,USD
P01180,O01692,2026-03-18T02:29:00+05:30,upi,4.48,0.01,captured,USD
P01218,O01376,2026-01-10T03:44:00+05:30,upi,463.36,0,captured,INR
P01363,O01032,2026-06-12T14:36:00+05:30,netbanking,16.5,0,captured,USD
P00638,O00395,2026-04-15T17:36:00+05:30,netbanking,2429.66,0,captured,INR
P02596,O01201,2025-10-06T16:01:00+05:30,card,3171,0,captured,INR
P02081,O01799,2026-05-03T04:23:00Z,card,1257.06,30,captured,INR
P00793,O01594,2026-01-26T07:49:00+05:30,cod,675.29,0,captured,INR
P00845,O00627,2025-09-09T10:03:00Z,wallet,1737.22,100,captured,INR
P00642,O00018,2026-06-18T12:52:00+05:30,upi,24.01,0,failed,USD
P02262,O00665,2025-12-20T20:50:00+05:30,card,36.98,0,refunded,USD
P01531,O00260,21-07-2026 15:56,card,5413.13,0,captured,INR
P02678,O01355,13-06-2026 12:25,cod,1737.15,50,captured,INR
P00704,O01605,2026-04-29T17:53:00+05:30,card,2527.73,0,captured,INR
P02394,O01487,2025-12-09T18:40:00+05:30,card,5.49,0,captured,USD
P00414,O00378,29-05-2026 07:51,upi,1695.15,0,captured,INR
P00840,O01363,16-12-2025 23:36,card,3209.62,0,failed,INR
P01971,O00700,02-04-2026 16:39,wallet,2997.44,0,captured,INR
P02442,O00858,2025-10-26T23:30:00Z,card,,0,captured,INR
P01362,O01444,30-03-2025 09:02,wallet,16.85,0,captured,USD
P00356,O01166,2026-07-12T03:40:00+05:30,cod,554.28,0,captured,INR
P01641,O01908,2026-04-02T07:42:00+05:30,,5650.74,0,captured,INR
P00073,O01263,2026-06-14T10:08:00Z,wallet,524.19,0,captured,INR
P00170,O01383,2026-02-18T12:25:00Z,cod,796.67,0,failed,INR
P01055,O01359,2026-02-19T16:01:00+05:30,wallet,489.26,0,captured,INR
P00493,O01349,2025-10-25T23:05:00+05:30,wallet,10.24,0,captured,USD
P02237,O00793,30-01-2026 14:40,cod,806.71,30,captured,INR
P00497,O01677,2025-12-27T10:29:00+05:30,netbanking,3440.69,0,captured,INR
P00229,O01627,21-01-2026 22:13,wallet,2999.45,0,captured,INR
P00593,O01751,2026-07-06T04:55:00+05:30,netbanking,42.43,0,captured,USD
P01631,O00855,2026-02-25T07:25:00+05:30,netbanking,2342.93,0,pending,INR
P02477,O01803,2026-05-18T08:19:00Z,cod,326.31,57.58,captured,INR
P02210,O02048,10-01-2026 09:35,netbanking,30.06,0,failed,USD
P00050,O02081,2026-05-08T15:57:00+05:30,upi,4.49,0,captured,USD
P02417,O01535,03-06-2026 08:44,card,1676.29,100,captured,INR
P02604,O01967,17-05-2026 04:47,wallet,679.78,0,captured,INR
P00475,O00429,2026-08-02T18:35:00+05:30,netbanking,5.15,0,refunded,USD
P01440,O01015,2025-09-15T14:49:00+05:30,,2653.47,0,captured,INR
P00457,O00434,2026-05-30T20:59:00+05:30,card,23.37,0,captured,USD
P00128,O00447,2025-06-25T05:55:00+05:30,netbanking,6.3,0,captured,USD
P00372,O01978,09-11-2025 09:58,card,5048.04,0,failed,INR
P02743,O01804,2025-12-22T16:21:00+05:30,card,506.32,0,refunded,INR
P00377,O00302,2025-09-05T22:46:00Z,cod,489.78,0,captured,INR
P00770,O01139,2026-07-19T08:54:00Z,netbanking,4977.78,0,failed,INR
P02693,O02035,2026-02-15T06:29:00+05:30,card,697.72,0,captured,INR
P02106,O01776,2026-05-06T20:49:00Z,card,2589.75,0,refunded,INR
P01188,O01162,2026-01-27T16:18:00Z,card,15,0,failed,USD
P02004,O01122,2025-11-23T21:27:00+05:30,cod,56.46,0,captured,USD
P00270,O01411,06-05-2026 16:26,card,43.13,0.22,captured,USD
P02231,O00605,08-07-2026 07:11,upi,45.38,0,captured,USD
P02510,O01175,02-03-2026 05:13,card,982.51,0,captured,INR
P02140,O00221,2026-07-23T17:28:00+05:30,upi,3508.65,0,captured,INR
P02113,O00306,30-06-2026 16:08,upi,770.66,0,failed,INR
P01735,O00040,2025-05-28T18:21:00+05:30,wallet,2441.09,0,captured,INR
P02211,O01816,2026-03-04T21:14:00Z,upi,2628.52,0,captured,INR
P02399,O00583,2025-10-03T21:57:00+05:30,wallet,14,0,captured,USD
P00316,O00632,2026-06-10T13:13:00+05:30,cod,5.97,0,refunded,USD
P01838,O00634,2026-05-30T17:25:00+05:30,card,1957.75,0,refunded,INR
P01518,O01699,2026-07-30T19:16:00+05:30,upi,315.91,0,refunded,INR
P02488,O02098,2026-07-01T21:06:00+05:30,wallet,5688.34,0,captured,INR
P01774,O01172,2025-10-23T08:19:00+05:30,card,36.52,0,captured,USD
P01889,O00362,2026-02-02T18:33:00+05:30,netbanking,441.7,0,captured,INR
P01637,O00334,2026-06-01T21:15:00+05:30,netbanking,1625.28,0,captured,INR
P02634,O01543,2025-12-10T16:21:00+05:30,wallet,36.35,0,captured,USD
P00416,O01512,28-07-2026 08:24,netbanking,65.33,0,refunded,USD
P02732,O01942,2026-06-02T15:41:00Z,cod,17.07,0,captured,USD
P02145,O00748,18-07-2026 06:52,upi,,0,captured,INR
P00510,O00193,09-09-2025 20:13,,682.12,0,captured,INR
P01600,O01812,07-10-2025 06:42,wallet,1355.54,0,captured,INR
P02602,O00715,2026-05-03T01:57:00+05:30,wallet,640.32,0,captured,INR
P00649,O01369,2026-01-07T23:14:00+05:30,wallet,445.41,0,captured,INR
P02246,O00566,2026-06-26T20:46:00+05:30,wallet,333.87,0,captured,INR
P01450,O00412,2026-04-10T04:11:00+05:30,cod,1868.2,0,failed,INR
P00942,O01782,2026-06-20T05:29:00Z,upi,4.74,0,failed,USD
P01181,O01692,2026-04-04T02:29:00Z,upi,2.24,0,refunded,USD
P01655,O00446,2026-07-04T18:28:00Z,wallet,337.27,15,captured,INR
P02041,O00197,2025-12-08T05:22:00Z,card,4.99,0,refunded,USD
P02754,O01649,19-07-2026 16:30,cod,16.77,0,captured,USD
P00979,O00252,2025-10-21T21:19:00+05:30,netbanking,857.47,0,captured,INR
P00257,O01795,2026-06-12T08:46:00Z,cod,4.91,0,captured,USD
P02269,O01468,06-02-2026 20:14,card,328.04,0,failed,INR
P00592,O01973,21-03-2026 21:55,upi,590.69,0,captured,INR
P01259,O00725,2026-07-01T09:24:00+05:30,cod,13.86,0.07,captured,USD
P02654,O00409,2026-03-29T10:12:00+05:30,wallet,6.35,0.02,captured,USD
P00134,O01834,2025-10-15T16:14:00+05:30,upi,45,0.14,captured,USD
P02328,O01771,2026-03-29T11:34:00+05:30,wallet,2358.54,0,refunded,INR
P02546,O01753,01-02-2026 20:50,netbanking,1711.04,0,captured,INR
P01334,O00714,2026-01-29T16:00:00+05:30,upi,501.45,0,failed,INR
P00031,O01615,2026-03-30T17:38:00+05:30,cod,10.76,0.03,captured,USD
P00206,O00628,13-06-2026 17:31,cod,1656.07,0,refunded,INR
P01115,O01566,21-01-2026 20:08,cod,1923.93,0,refunded,INR
P01951,O02071,2026-06-22T05:41:00Z,cod,40.34,0.08,captured,USD
P00559,O01681,15-04-2026 16:12,card,3030.35,0,refunded,INR
P01315,O00529,2026-07-04T22:11:00+05:30,card,4.99,0,failed,USD
P02799,O95753,2025-09-29T00:14:00Z,card,2183.18,0,captured,INR
P01162,O01569,2026-02-16T14:17:00+05:30,wallet,493.83,0,captured,INR
P02431,O00466,2025-10-03T08:16:00Z,upi,352.92,0,captured,INR
P00362,O00351,2026-02-20T07:17:00+05:30,cod,5.96,0,captured,USD
P00152,O00426,21-01-2026 07:08,card,4674.58,0,refunded,INR
P00803,O01732,2026-04-14T13:18:00Z,card,28.9,0,failed,USD
P00074,O00066,2025-09-07T11:10:00+05:30,netbanking,4919.84,200,captured,INR
P01332,O00938,2026-07-01T19:25:00+05:30,netbanking,1037.6,0,captured,INR
P02584,O00565,2026-07-21T13:45:00+05:30,upi,58.86,0,captured,USD
P01125,O01019,2025-12-05T13:21:00Z,card,4574.34,0,refunded,INR
P01832,O01818,2026-07-04T16:05:00Z,cod,2668.36,0,captured,INR
P02317,O01132,26-11-2025 18:15,wallet,1419.93,0,captured,INR
P00506,O00216,2026-03-26T00:46:00Z,netbanking,34.49,0,failed,USD
P00815,O00860,2026-03-22T02:09:00+05:30,card,11.55,0,captured,USD
P01693,O00360,2026-01-21T06:02:00+05:30,upi,2893.58,0,refunded,INR
P00501,O00220,24-04-2026 03:07,netbanking,16.29,0,captured,USD
P01898,O01968,2026-06-13T10:10:00+05:30,wallet,1413.83,0,captured,INR
P02597,O01016,2026-03-17T10:26:00+05:30,cod,,0.03,captured,USD
P00344,O00324,2026-01-26T23:11:00+05:30,cod,2579.82,0,captured,INR
P00747,O01323,2025-11-25T19:30:00+05:30,wallet,648.46,15,captured,INR
P01792,O00236,2025-09-28T07:01:00Z,netbanking,8.79,0,captured,USD
P02264,O01271,09-02-2026 10:13,card,4.49,0,captured,USD
P00126,O00313,2025-08-01T15:44:00+05:30,cod,567.79,0,captured,INR
P02134,O00363,2026-06-10T21:19:00+05:30,wallet,6.94,0,captured,USD
P01827,O01697,21-04-2026 18:03,card,4541.49,0,failed,INR
P00866,O01370,21-07-2025 06:24,wallet,2310.97,0,failed,INR
P00127,O00365,23-11-2025 10:22,cod,,0,captured,INR
P00227,O01839,04-06-2026 22:23,netbanking,340.92,0,captured,INR
P00890,O00702,2026-06-11T19:03:00+05:30,wallet,31.15,0,captured,USD
P00864,O01281,2026-01-05T04:24:00Z,card,9,0,captured,USD
P01940,O01389,2026-01-02T14:24:00Z,cod,2036.99,0,failed,INR
P02458,O00475,2026-04-07T10:14:00+05:30,card,5303.98,0,captured,INR
P01412,O01306,01-05-2026 08:42,netbanking,1658.75,0,captured,INR
P00504,O00503,26-03-2026 02:12,cod,5.67,0,failed,USD
P00381,O00993,12-06-2026 23:32,cod,4.74,0,captured,USD
P02655,O00409,2026-04-16T10:12:00Z,wallet,6.35,0,refunded,USD
P01126,O00468,2026-04-09T14:30:00Z,netbanking,2860.64,0,captured,INR
P01024,O00720,2026-03-30T20:12:00Z,,4.99,0,failed,USD
P02786,O01582,2026-05-09T13:39:00Z,netbanking,19.64,0,pending,USD
P01598,O00850,2026-07-12T23:56:00+05:30,upi,,0,captured,INR
P01410,O01787,2025-09-26T20:08:00+05:30,cod,59.64,0,captured,USD
P00580,O01365,2026-03-01T22:08:00Z,cod,57.27,0,captured,USD
P01853,O00057,23-09-2025 08:17,netbanking,635.67,0,failed,INR
P01736,O00179,2026-05-27T16:05:00+05:30,,695.61,0,captured,INR
P02538,O00073,2026-07-04T20:57:00+05:30,card,4895.31,0,captured,INR
